,account,post,follower,follow,open_account,official_account,image_love,image_comment,video_love,video_comment,igtv_love,igtv_comment,ER,active_rate
253,https://instagram.com/pinkeh2015,944,94871,126,1,1,1329,31,4511,16,0,0,1.433525524,2.330827068
254,https://instagram.com/doa_s2,583,160373,275,1,0,4515,32,63800,26,0,0,2.835265288,0.708591674
255,https://instagram.com/koojungyeon,6157,66207,655,1,0,301,4,5504,14,0,0,0.460676364,1.324503311
256,https://instagram.com/velyvely_official,1428,38428,5,1,0,196,2,3161,3,0,0,0.515249297,1.015228426
257,https://instagram.com/yeondukong,1024,169111,5,1,0,2694,43,10466,16,0,0,1.618463613,1.59554731
258,https://instagram.com/yeseo_yedam_mom,899,90969,168,1,0,1310,17,4540,6,0,0,1.458738691,1.296720061
259,https://instagram.com/alicefunk9093,2286,70353,959,1,1,1161,18,0,0,0,0,1.675834719,1.549053356
260,https://instagram.com/hp_makeup.kr,551,120718,278,1,0,2115,17,17633,40,13251,29,1.766099505,0.803402647
261,https://instagram.com/hyunjeongkkim,3099,80108,0,1,0,434,3,2252,0,0,0,0.545513557,0.689655172
262,https://instagram.com/hyoxxi,1895,144568,660,1,0,3533,12,6331,13,0,0,2.452133252,0.339558574
263,https://instagram.com/yomi_o.o,100,51404,413,1,0,2970,35,0,0,0,0,5.845848572,1.178054527
264,https://instagram.com/naneunminji,294,129301,230,1,0,2665,13,4660,25,0,0,2.071136341,0.487621905
265,https://instagram.com/hairstylist_cevahir_hadi,1962,64818,6746,1,0,279,13,1838,8,971,7,0.450492147,4.642857143
266,https://instagram.com/lololo0728,184,189353,149,1,0,5879,78,7044,22,0,0,3.145976034,1.326530612
267,https://instagram.com/haenee___,110,39564,66,1,0,2081,27,0,0,0,0,5.328076029,1.296829971
268,https://instagram.com/kim.shony,310,108226,118,1,0,1257,21,0,0,0,0,1.18086227,1.669316375
269,https://instagram.com/nathinog,5306,167980,1552,1,0,6391,163,34833,281,0,0,3.901654959,2.550062578
270,https://instagram.com/hi_bambigirl,2125,75457,1,1,1,845,18,10500,25,0,0,1.143697735,2.127659574
271,https://instagram.com/danjinail,4675,51863,3197,1,0,288,1,5173,2,0,0,0.557237337,0.346020761
272,https://instagram.com/kani_o3o,265,179383,700,1,0,3148,21,0,0,0,0,1.766611106,0.666878374
273,https://instagram.com/lemi.do,1194,88993,804,1,0,192,35,0,0,0,0,0.255076242,18.13471503
274,https://instagram.com/yu__hyewon,30,131697,55,1,1,5790,80,0,0,0,0,4.457200999,1.38145398
275,https://instagram.com/s.ming_g,4730,65294,396,1,0,423,47,1760,14,0,0,0.719821117,11.08490566
276,https://instagram.com/beinny_motd,822,128903,412,1,0,1861,35,5071,24,0,0,1.470873447,1.879699248
277,https://instagram.com/wakemake_official,933,100912,84,1,0,1959,16,17803,7,0,0,1.957150785,0.816326531
278,https://instagram.com/ssom2ing,195,213088,114,1,0,1804,30,9452,22,0,0,0.860677279,1.662049861
279,https://instagram.com/cicis_nail,1350,80498,4218,1,0,451,0,2732,2,0,0,0.560262367,0
280,https://instagram.com/parktaeyun,1458,48935,1278,1,0,581,9,4783,8,0,0,1.205681005,1.546391753
281,https://instagram.com/kang_naraa,187,73404,279,1,0,3349,77,0,0,0,0,4.667320582,2.298507463
282,https://instagram.com/ansomi21,1535,102239,2423,1,0,2621,77,11900,39,0,0,2.6389147,2.93668955
283,https://instagram.com/ehee45,3234,65473,332,1,0,1018,38,9592,21,0,0,1.612878591,3.729146222
284,https://instagram.com/haajjin,1885,111074,481,1,0,2306,12,20234,12,0,0,2.086897024,0.520156047
285,https://instagram.com/youh.lax,525,109314,471,1,0,2913,40,0,0,0,0,2.701392319,1.372683596
286,https://instagram.com/pure_hwang,589,204278,143,1,0,3573,22,0,0,0,0,1.759856666,0.615556799
287,https://instagram.com/kryxsoo,72,62169,266,1,0,3952,42,2148,14,0,0,6.424423748,1.062484189
288,https://instagram.com/boyuni.__,189,68480,274,1,0,783,13,1298,8,0,0,1.162383178,1.658163265
289,https://instagram.com/cq_bq,2453,118626,813,1,0,766,6,1122,4,29500,26,0.65078482,0.782268579
290,https://instagram.com/hoyhoyoung,2584,54381,1561,1,0,1276,31,6700,20,0,0,2.403412957,2.427564605
291,https://instagram.com/k__nhi,39,122340,444,1,0,17788,116,29350,36,0,0,14.63462482,0.652088369
292,https://instagram.com/namoro0327,2865,86634,338,1,0,1180,4,0,0,0,0,1.366668975,0.33869602
293,https://instagram.com/dingo_beauty,125,43634,11,1,0,281,2,1206,3,0,0,0.648576798,0.709219858
294,https://instagram.com/samchic.jihwan,891,134124,3655,1,0,3493,17,22901,30,0,0,2.616981301,0.486548369
295,https://instagram.com/min_1111111,487,281668,213,1,0,5253,74,16700,17,0,0,1.891233651,1.408450704
296,https://instagram.com/baedina,939,66200,253,1,0,1641,53,5072,12,0,0,2.558912387,3.227771011
297,https://instagram.com/rnjs28,91,121020,335,1,1,14244,193,0,0,0,0,11.92943315,1.354861355
298,https://instagram.com/kxxgsu,1030,121328,574,1,0,1892,34,10500,23,0,0,1.587432415,1.796090861
299,https://instagram.com/ssoyonging,329,28607,541,1,0,2254,64,17867,87,0,0,8.102911875,2.838137472
300,https://instagram.com/su_.xy,118,149045,191,1,0,2735,26,0,0,0,0,1.852460666,0.950292398
301,https://instagram.com/hansomang,1214,128118,205,1,0,736,18,0,0,0,0,0.588519958,2.442333786
302,https://instagram.com/so_____y_,1704,229311,813,1,0,2059,36,2690,24,0,0,0.913606412,1.747572816
303,https://instagram.com/0zoocarr,551,93653,112,1,0,3047,32,0,0,0,0,3.287668307,1.049868766
304,https://instagram.com/number_76,2843,98191,415,1,0,123,24,1636,2,2255,1,0.149708222,19.35483871
305,https://instagram.com/merryblossom.sun,1710,53619,548,1,0,1045,30,37314,30,0,0,2.004886328,2.868068834
306,https://instagram.com/blannblann,1130,50966,899,1,0,207,5,4785,5,0,0,0.415963584,2.403846154
307,https://instagram.com/haebbang2,1585,29993,2045,1,0,730,32,10276,40,0,0,2.540592805,4.377564979
308,https://instagram.com/bijueny,3569,48707,161,1,0,169,7,0,0,0,0,0.361344365,4.117647059
309,https://instagram.com/dameebaby,958,105462,146,1,0,470,17,4777,19,0,0,0.461777702,3.609341826
310,https://instagram.com/shim.mj,2568,115153,435,1,0,2143,82,0,0,32300,38,1.932211927,3.824626866
311,https://instagram.com/makeviviju,720,112257,69,1,0,2006,11,3408,3,0,0,1.796769912,0.548081714
312,https://instagram.com/yeboring03,104,107072,125,1,0,10280,70,0,0,0,0,9.666392708,0.68086762
313,https://instagram.com/hanyulofficial,1055,50253,98,1,1,772,127,2314,12,0,0,1.788947924,16.42949547
314,https://instagram.com/dambi.home,500,47597,136,1,0,894,24,0,0,0,0,1.928692985,2.681564246
315,https://instagram.com/mjystagram,725,95445,515,1,0,514,4,4513,3,0,0,0.542720939,0.776699029
316,https://instagram.com/_____network,4743,51082,875,1,0,268,5,0,0,0,0,0.53443483,1.858736059
317,https://instagram.com/eezzh,168,181314,90,1,0,5050,26,0,0,0,0,2.799563189,0.514749555
318,https://instagram.com/shuni_kaeun,2580,146539,338,1,0,493,34,2292,26,0,0,0.359631224,6.882591093
319,https://instagram.com/luckymizili,1637,308700,177,1,0,6948,86,24750,92,0,0,2.278587626,1.237588142
320,https://instagram.com/make_up_hy,4353,64522,772,1,0,135,1,1740,6,6792,4,0.210780819,0.735294118
321,https://instagram.com/0916_96,44,112301,92,1,0,1360,11,1393,12,0,0,1.220826173,0.808229243
322,https://instagram.com/kiehlskorea,1309,67928,38,1,1,322,35,1296,16,0,0,0.525556472,10.83591331
323,https://instagram.com/grace___u,1260,88046,182,1,0,781,21,19400,40,0,0,0.910887491,2.685421995
324,https://instagram.com/stephany.02.28_official_,442,133307,133,1,0,3223,12,14528,18,0,0,2.426729279,0.372208437
325,https://instagram.com/su_minvv,58,114536,163,1,0,9780,28,0,0,0,0,8.56324649,0.286269298
326,https://instagram.com/2toyoung,1326,64401,321,1,0,550,6,0,0,0,0,0.863340631,1.08892922
327,https://instagram.com/doublee_lee,3755,33560,2596,1,0,455,42,39750,206,0,0,1.480929678,9.210526316
328,https://instagram.com/ih_dressroom,3645,243460,463,1,0,1536,50,0,0,0,0,0.651441715,3.253090436
329,https://instagram.com/0323_becky,342,276295,241,1,0,2876,98,11800,84,0,0,1.076385747,3.406326034
330,https://instagram.com/drjart_kr,629,164410,15,1,1,675,23,6972,110,0,0,0.424548385,3.402366864
331,https://instagram.com/raonjenanim,1448,92899,7208,1,0,539,13,0,0,0,0,0.594193694,2.407407407
332,https://instagram.com/kindabaeey/,88,71664,252,1,0,0,0,0,0,0,0,0,0
333,https://instagram.com/emmachoi__,828,62301,623,1,0,401,6,630,2,0,0,0.653280044,1.492537313
334,https://instagram.com/belle_leah,5428,57377,631,1,0,206,16,0,0,0,0,0.386914617,7.729468599
335,https://instagram.com/hyo_1013,1234,185164,811,1,0,3280,36,79500,117,6343,3,1.790844873,1.097226455
336,https://instagram.com/jung_eunhye__,612,115363,472,1,0,708,3,80484,19,0,0,0.616315456,0.423131171
337,https://instagram.com/kingo1398,1884,133402,115,1,0,2437,216,31360,146,0,0,1.988725806,8.859721083
338,https://instagram.com/ksukyoung,2091,154487,7131,1,0,897,40,0,0,0,0,0.606523526,4.454342984
339,https://instagram.com/sat7800,1162,44384,327,1,0,144,8,1554,0,0,0,0.342465753,5.517241379
340,https://instagram.com/by_gelato_factory,989,55731,14,1,0,312,5,1971,11,0,0,0.568803718,1.597444089
341,https://instagram.com/juyeon___2,920,38011,362,1,0,972,19,0,0,0,0,2.607140038,1.952723535
342,https://instagram.com/babykumsung,379,232329,160,1,0,6547,104,3229,13,0,0,2.862750668,1.588271228
343,https://instagram.com/gkruddll,186,93015,540,1,0,5767,27,20100,7,0,0,6.229102833,0.468099861
344,https://instagram.com/l3xng,558,88006,378,1,0,1776,18,0,0,0,0,2.038497375,1.012943163
345,https://instagram.com/angy__unni,2092,63260,394,1,1,671,77,9488,79,6390,30,1.182421752,11.45833333
347,https://instagram.com/iwomansense,3732,107085,32,1,1,99,1,216,2,0,0,0.093383761,1
348,https://instagram.com/bushcherry1,1392,118133,7102,1,0,833,341,0,0,0,0,0.993795129,40.88729017
349,https://instagram.com/mj.oo0,2044,80816,459,1,0,272,4,1510,8,0,0,0.341516531,1.465201465
350,https://instagram.com/gwooxin,97,33739,0,1,0,2675,30,0,0,0,0,8.017427902,1.121076233
351,https://instagram.com/glee_makeup,214,54661,447,1,0,1303,27,6773,20,0,0,2.433179049,2.070552147
352,https://instagram.com/haeny_gram,402,72525,660,1,0,2382,40,14500,57,0,0,3.33953809,1.678556441
353,https://instagram.com/huxley_korea,594,101519,9,1,1,1296,20,0,0,0,0,1.296309065,1.542020046
354,https://instagram.com/kwakjungeun_laavanya/,4778,72463,4,1,0,1298,26,8509,14,0,0,1.827139368,2.001539646
355,https://instagram.com/y_ar1492,456,92297,220,1,0,2792,23,0,0,0,0,3.049936618,0.82348729
356,https://instagram.com/yoonjae_1130,67,37220,484,1,0,4151,36,0,0,0,0,11.24932832,0.867052023
357,https://instagram.com/2.bin,456,95828,474,1,0,1232,13,16500,26,0,0,1.299202738,1.054339011
358,https://instagram.com/1208_sj,2033,54150,314,1,0,536,9,1395,6,0,0,1.006463527,1.675977654
359,https://instagram.com/___kim_0,1211,41605,1163,1,0,1007,10,0,0,0,0,2.444417738,0.992063492
360,https://instagram.com/hwangjungmin_,246,68379,243,1,0,2664,15,30341,47,0,0,3.917869521,0.562851782
361,https://instagram.com/young_in1368,95,71337,58,1,0,2082,13,0,0,0,0,2.936764933,0.624099856
362,https://instagram.com/zum_3_,2026,166450,476,1,1,746,29,2352,19,0,0,0.465605287,3.882195448
363,https://instagram.com/1_ran.thanx,189,142903,179,1,0,8006,28,0,0,0,0,5.621995339,0.349694018
364,https://instagram.com/_inblair,3562,61816,578,1,0,134,3,0,0,5428,3,0.221625469,2.222222222
365,https://instagram.com/dn_wls,211,27717,98,1,0,1387,5,0,0,0,0,5.022188549,0.360230548
366,https://instagram.com/taczo_market,2346,28685,2,1,0,192,28,6284,26,0,0,0.766951368,14.50777202
367,https://instagram.com/peizhangwo,890,125984,228,1,0,3487,36,0,0,0,0,2.796386843,1.032110092
368,https://instagram.com/luv_momo.ys,2442,32645,6359,1,0,191,11,0,0,0,0,0.618777761,5.729166667
369,https://instagram.com/dj_liid_,307,81784,499,1,0,1959,8,3204,3,0,0,2.405115915,0.408163265
370,https://instagram.com/minjichu_,2032,86565,307,1,0,826,12,0,0,0,0,0.968058684,1.451027811
371,https://instagram.com/wsen_jinhee,6774,33363,555,1,0,132,13,0,0,0,0,0.434613194,9.77443609
372,https://instagram.com/song_rina,2041,49870,731,1,0,217,17,0,0,0,0,0.469219972,7.798165138
373,https://instagram.com/realch,3727,48942,445,1,0,296,9,8026,44,0,0,0.623186629,3.03030303
374,https://instagram.com/ha_seobin,3051,115208,853,1,0,957,20,3762,5,0,0,0.848031387,2.087682672
375,https://instagram.com/chowo_n,534,90249,374,1,0,705,6,6648,6,0,0,0.787820364,0.849858357
376,https://instagram.com/_parkha,2318,82519,521,1,0,263,10,3242,11,0,0,0.330832899,3.787878788
377,https://instagram.com/dr.g_official,1139,40286,1,1,0,230,9,1572,30,0,0,0.593258204,3.896103896
378,https://instagram.com/sakinanba,6737,149041,674,1,1,1668,12,14900,5,0,0,1.127206608,0.718993409
379,https://instagram.com/feelyujin,2335,172526,273,1,0,1301,33,12600,38,0,0,0.773216791,2.534562212
380,https://instagram.com/dd9987_,652,98168,702,1,0,1133,13,2435,2,0,0,1.167386521,1.14638448
381,https://instagram.com/joohea8,511,67251,3576,1,0,555,17,0,0,0,0,0.850544973,3.057553957
382,https://instagram.com/jjjin.young,712,30738,125,1,0,246,18,2388,16,0,0,0.858871755,7.287449393
383,https://instagram.com/lovelehee,1213,225430,213,1,0,5833,89,22125,134,0,0,2.62697955,1.525539938
384,https://instagram.com/hol_ddong,757,41095,369,1,0,1752,13,11317,6,0,0,4.29492639,0.741585853
385,https://instagram.com/ellelynna,2540,91372,1703,1,0,530,5,0,0,1922,2,0.58551854,0.941619586
386,https://instagram.com/b_d.ijin,1189,112514,298,1,0,1306,7,19610,12,0,0,1.166965889,0.535577659
387,https://instagram.com/kkimhayoung,6240,64978,1104,1,0,1904,26,10400,20,0,0,2.97023608,1.364829396
388,https://instagram.com/abbielee7,1467,91028,590,1,0,970,21,1682,11,0,0,1.088676012,2.162718847
389,https://instagram.com/kiu_design_,1131,114148,534,1,0,4270,37,35720,58,0,0,3.773171672,0.866307656
390,https://instagram.com/by_ladymimi,10517,46063,396,1,0,273,19,0,0,0,0,0.633914422,6.934306569
391,https://instagram.com/mjkim0108,2232,25741,562,1,0,748,31,4013,11,0,0,3.026300455,4.138851802
392,https://instagram.com/shu__________,640,158690,687,1,0,1927,57,5525,35,0,0,1.25023631,2.956431535
393,https://instagram.com/leeseeraa,2228,74659,128,1,0,558,3,2056,4,1581,2,0.75141644,0.53667263
394,https://instagram.com/hxnjxwxn,689,88098,273,1,0,524,8,0,0,0,0,0.60387296,1.523809524
395,https://instagram.com/kangnajj,888,63220,280,1,0,674,28,8328,9,0,0,1.110408099,4.148148148
396,https://instagram.com/1992.12.11,1422,31433,427,1,0,1280,38,0,0,0,0,4.193045525,2.966432475
397,https://instagram.com/nara_crush,97,29332,141,1,0,2574,24,11318,22,0,0,8.857220783,0.932038835
398,https://instagram.com/hwangbarbie,1933,201492,133,1,0,748,27,9189,18,1789,6,0.384630655,3.604806409
399,https://instagram.com/jooyeonking,1382,65270,515,1,0,237,2,2314,1,0,0,0.366171288,0.840336134
400,https://instagram.com/_eun.me,196,28871,175,1,0,933,402,15200,9,0,0,4.62401718,43.04068522
401,https://instagram.com/i.am.mell,263,59903,30,1,1,1523,32,13900,69,0,0,2.595863312,2.099737533
402,https://instagram.com/kkangsara,1557,86366,6635,1,0,150,5,0,0,0,0,0.179468772,3.311258278
403,https://instagram.com/pila_nyong,623,122292,499,1,0,3013,113,147000,171,43800,115,2.556177019,3.749170537
404,https://instagram.com/chaae.rin,1017,132123,376,1,0,616,24,0,0,0,0,0.484397115,3.889789303
405,https://instagram.com/baeg_,933,53682,222,1,0,503,7,0,0,0,0,0.950039119,1.388888889
406,https://instagram.com/miuforyou,298,154485,1,1,0,3169,14,20431,12,0,0,2.060394213,0.441640379
407,https://instagram.com/luv_mintminty,718,266383,91,1,0,5276,60,181333,76,0,0,2.00313083,1.137009665
408,https://instagram.com/diana_park0116,1637,60342,189,1,0,422,21,8030,19,0,0,0.734148686,4.964539007
409,https://instagram.com/wsj007,1303,97965,113,1,0,0,0,40513,76,0,0,0,0
410,https://instagram.com/choonran,814,44204,551,1,0,1024,19,25467,15,0,0,2.359514976,1.853658537
411,https://instagram.com/__ssong2__,441,48002,254,1,0,888,41,6472,12,6991,34,1.935336028,4.61192351
412,https://instagram.com/by_malla,2055,27859,5482,1,0,1026,8,0,0,0,0,3.711547435,0.778967868
413,https://instagram.com/shinae.lee,417,23912,334,1,0,641,13,0,0,0,0,2.735028438,2.024922118
414,https://instagram.com/bbangmi.a,1848,31473,176,1,0,420,41,3209,17,0,0,1.464747561,9.73871734
415,https://instagram.com/eaum0801,2466,117521,6966,1,0,1036,48,0,0,0,0,0.922388339,4.628736741
417,https://instagram.com/gnal_nail,1701,64113,191,1,0,871,10,5749,13,0,0,1.374136291,1.146788991
418,https://instagram.com/k_ming97,156,147145,275,1,0,3109,46,0,0,0,0,2.144143532,1.479099678
419,https://instagram.com/cherie_flavor,1596,79286,298,1,0,750,9,0,0,0,0,0.957293848,1.19840213
420,https://instagram.com/zin_uk,74,60175,177,1,0,1134,35,640,29,0,0,1.942667221,3.083700441
421,https://instagram.com/heurim.03.08,42,51349,1242,1,0,1391,14,0,0,0,0,2.73617792,1.005747126
422,https://instagram.com/milladiary,2556,36877,290,1,0,482,13,0,0,8176,0,1.342300079,2.691511387
423,https://instagram.com/model.yca,604,164593,562,1,0,313,6,0,0,0,0,0.193811401,1.910828025
424,https://instagram.com/__luv_j,680,19829,251,1,0,752,40,0,0,0,0,3.994149982,5.312084993
425,https://instagram.com/he.le.n._,626,125382,764,1,0,1625,27,4320,12,0,0,1.317573495,1.660516605
426,https://instagram.com/154kg,4704,40403,236,1,0,1036,26,15450,20,18100,39,2.628517684,2.507232401
427,https://instagram.com/from_dami,996,139724,190,1,0,931,64,4826,58,0,0,0.712118176,6.86695279
428,https://instagram.com/ellie_jye,1880,100759,7190,1,0,1063,45,0,0,0,0,1.099653629,4.229323308
429,https://instagram.com/lejour_official,1499,26395,850,1,0,195,12,2550,37,0,0,0.784239439,6.12244898
431,https://instagram.com/dawoonyyy,675,66632,381,1,0,2453,33,13489,5,13100,12,3.730940089,1.344743276
432,https://instagram.com/ye_____vely,114,62729,212,1,0,805,9,0,0,0,0,1.297645427,1.11662531
433,https://instagram.com/jeon.han_na,4657,109358,7418,1,0,725,22,0,0,0,0,0.683077598,3.03030303
434,https://instagram.com/shuniibeauty,656,68075,226,1,0,3039,16,0,0,0,0,4.487697393,0.526315789
435,https://instagram.com/suno_photo82,434,172707,113,1,0,1504,40,0,0,0,0,0.893999664,2.657807309
436,https://instagram.com/ssuly.ssul,281,49858,20,1,0,1669,42,5413,18,0,0,3.431746159,2.51497006
437,https://instagram.com/ujmoo_,638,113711,177,1,0,1542,24,9581,20,0,0,1.377175471,1.555411536
438,https://instagram.com/april.haru,1569,30005,8,1,0,896,6,0,0,0,0,3.006165639,0.668896321
439,https://instagram.com/hyunsuk_goby,399,51127,190,1,0,0,0,13583,8,21080,15,0,0
440,https://instagram.com/yoomstagramm_,454,176795,562,1,0,2047,84,0,0,0,0,1.20535083,4.1015625
441,https://instagram.com/shiny_jin_30,1732,23344,6450,1,0,765,73,1776,62,0,0,3.589787526,9.53002611
442,https://instagram.com/bombom_w/,4426,23430,1973,1,0,326,2,0,0,0,0,1.399914639,0.611620795
444,https://instagram.com/kimssang83,43,31480,400,1,1,1672,58,0,0,0,0,5.495527,3.468899
445,https://instagram.com/sera0217,2334,158860,343,1,1,937,24,0,0,0,0,0.604935163,2.558635394
446,https://instagram.com/sweetyserim,2393,124684,908,1,0,728,17,0,0,0,0,0.597510507,2.331961591
447,https://instagram.com/ohmyseon,465,103088,373,1,0,681,16,0,0,0,0,0.676121372,2.346041056
448,https://instagram.com/collour,1619,28217,884,1,0,170,5,409,2,0,0,0.6201935,2.923976608
449,https://instagram.com/jnnn2,1798,86559,260,1,0,533,25,8180,27,0,0,0.644647004,4.68164794
450,https://instagram.com/ssol_ee,678,161708,126,1,0,2449,32,28750,34,0,0,1.534246914,1.306122449
451,https://instagram.com/umji0714,624,149071,496,1,0,1156,57,1940,45,0,0,0.813706221,4.92653414
452,https://instagram.com/ringhee,1373,119336,560,1,1,1511,43,4467,19,3351,26,1.302205537,2.843915344
453,https://instagram.com/jessica_kimkayeon,1175,47320,400,1,1,969,17,11596,14,0,0,2.083685545,1.75257732
454,https://instagram.com/goldpandang_/,204,32861,55,1,0,230,4,0,0,0,0,0.71209032,1.731601732
455,https://instagram.com/lo9ve8r01s,232,140873,93,1,0,3278,53,18850,38,0,0,2.364541111,1.616346447
456,https://instagram.com/hermia24,1790,46401,441,1,0,571,17,0,0,0,0,1.267214069,2.972027972
457,https://instagram.com/aya__m02,578,189539,610,1,1,26129,172,101000,155,0,0,13.87629986,0.658247225
458,https://instagram.com/jiwon.loves,2505,42686,1237,1,0,1506,3,1925,2,0,0,3.5351169,0.199071002
459,https://instagram.com/chul2gram,1412,95602,950,1,0,680,18,0,0,0,0,0.730110249,2.643171806
460,https://instagram.com/oh_dya,691,50764,822,1,0,924,20,1424,16,0,0,1.859585533,2.162162162
461,https://instagram.com/hhyun_ha,133,124107,258,1,0,1706,68,0,0,0,0,1.429411717,3.983596954
462,https://instagram.com/hellojiyoungs,243,19291,100,1,0,1573,9,8409,10,0,0,8.200715359,0.571791614
463,https://instagram.com/diiin.d,107,98125,469,1,0,959,12,0,0,0,0,0.98955414,1.25
464,https://instagram.com/jj.529529,412,62999,198,1,0,1156,11,0,0,0,0,1.852410356,0.950734659
465,https://instagram.com/chaeeun_eunchae,980,179635,185,1,0,1521,19,0,0,0,0,0.857293957,1.248357424
466,https://instagram.com/bad_seonghye,8162,163942,390,1,0,1327,72,9236,108,959,26,0.853350575,5.421686747
467,https://instagram.com/petite_bird_,1380,34686,250,1,0,251,19,0,0,0,0,0.778412039,7.53968254
468,https://instagram.com/parksojeong__,3254,31161,309,1,0,287,4,481,9,0,0,0.933859632,1.388888889
469,https://instagram.com/huya_bros,2194,56287,310,1,0,967,13,687,0,0,0,1.74107698,1.342975207
470,https://instagram.com/dasom_lovely,408,179427,64,1,0,3195,78,98300,163,0,0,1.82414018,2.440550688
471,https://instagram.com/ezpzlemonsqzy_,159,56518,1042,1,0,9544,146,14147,135,0,0,17.14498036,1.529596647
472,https://instagram.com/mua_kyungst,434,22654,387,1,0,582,20,0,0,28829,32,2.657367352,3.430531732
473,https://instagram.com/so_osj,492,76598,176,1,0,592,11,2015,8,0,0,0.787226821,1.854974705
474,https://instagram.com/damnii_,2303,46348,650,1,0,260,19,4604,9,0,0,0.601967722,7.279693487
475,https://instagram.com/ch00_hj03,297,156527,798,1,0,1335,20,0,0,0,0,0.865665348,1.497005988
476,https://instagram.com/matiere_0,2556,117207,427,1,0,1274,44,4069,111,0,0,1.124506215,3.450980392
477,https://instagram.com/l.su_jung,2322,149050,193,1,0,1190,43,2063,46,0,0,0.827239181,3.610411419
478,https://instagram.com/gnal_yurim,1263,56315,146,1,0,927,7,12100,7,0,0,1.658527923,0.754310345
479,https://instagram.com/yelilly,3858,59119,601,1,0,296,11,893,0,0,0,0.519291598,3.703703704
480,https://instagram.com/59.5994,145,107684,32,1,0,3339,39,0,0,0,0,3.136956279,1.167664671
481,https://instagram.com/solavlyy,5250,42086,618,1,0,69,5,0,0,0,0,0.175830442,7.142857143
482,https://instagram.com/songda_,344,49012,498,1,0,576,27,3305,27,0,0,1.230310944,4.679376083
483,https://instagram.com/oxemmay,193,13163,1433,1,0,869,79,2621,89,0,0,7.202005622,9.08045977
484,https://instagram.com/ming._.p,347,37227,105,1,0,246,2,0,0,0,0,0.666183147,0.809716599
485,https://instagram.com/code_name_junna,101,62763,287,1,0,4108,26,0,0,0,0,6.586683237,0.632757362
486,https://instagram.com/good.vibes.soap,1066,61469,603,1,0,764,5,0,0,0,0,1.251037108,0.653594771
487,https://instagram.com/taera_mxox,423,49859,306,1,0,1003,7,541,4,0,0,2.025712509,0.697211155
488,https://instagram.com/about_reum,3366,26972,375,1,0,267,12,3561,16,0,0,1.034406051,4.47761194
489,https://instagram.com/k_sh93,994,112389,127,1,1,1246,83,2652,52,0,0,1.182500067,6.655974338
490,https://instagram.com/kylie_n_bright,411,30503,546,1,0,881,9,0,0,0,0,2.917745795,1.020408163
491,https://instagram.com/eclado.hero,907,28572,5652,1,0,341,6,504,1,0,0,1.21447571,1.754385965
492,https://instagram.com/thejnana,6303,26967,1342,1,0,219,6,0,0,0,0,0.834353098,2.727272727
493,https://instagram.com/bopianomagic,580,46264,325,1,0,1966,56,14377,84,15582,94,4.370568909,2.846975089
494,https://instagram.com/lovelywinkle,816,101873,787,1,0,852,7,654,3,0,0,0.843206738,0.82063306
495,https://instagram.com/hongparksa,10970,30064,713,1,0,193,3,2492,3,1028,4,0.651942523,1.546391753
496,https://instagram.com/bo.jeong,178,96409,100,1,0,698,14,0,0,0,0,0.738520263,2.00286123
497,https://instagram.com/jjaeris,3751,57740,290,1,0,229,8,0,0,5135,6,0.410460686,3.47826087
498,https://instagram.com/_amour_j,3395,18733,1490,1,0,130,7,0,0,0,0,0.731329739,5.34351145
499,https://instagram.com/ggap1214,3180,84979,2538,1,0,852,16,0,0,0,0,1.021428824,1.875732708
500,https://instagram.com/396jiyoon,512,74297,177,1,0,1001,10,12900,16,0,0,1.360754808,0.998003992
501,https://instagram.com/marieansu,829,103659,350,1,0,975,63,0,0,0,0,1.001360229,6.454918033
502,https://instagram.com/yuif.yongha/,1049,52982,196,1,0,378,0,11294,3,0,0,0.713449851,0
503,https://instagram.com/somsomvely,1214,222059,822,1,0,1926,86,0,0,0,0,0.906065505,4.462895693
504,https://instagram.com/dddeony,708,69837,183,1,0,6851,28,79550,28,0,0,9.850079471,0.408639813
505,https://instagram.com/nungo._.m,311,34444,171,1,0,689,13,0,0,0,0,2.038090814,1.884057971
506,https://instagram.com/spider_0801,130,11044,7243,1,0,1474,115,0,0,0,0,14.38790293,7.796610169
507,https://instagram.com/yehui_kim,218,43927,447,1,0,705,8,0,0,0,0,1.623147495,1.133144476
508,https://instagram.com/luvmabin,2812,56339,142,1,0,791,23,0,0,0,0,1.444825077,2.904040404
509,https://instagram.com/luvle_j,118,39657,35,1,0,859,28,5412,25,0,0,2.236679527,3.255813953
510,https://instagram.com/eunyoung__jj,1214,27213,412,1,0,567,68,13650,57,0,0,2.333443575,11.97183099
511,https://instagram.com/__ybom_,266,5126,163,1,0,449,26,0,0,0,0,9.266484588,5.777777778
512,https://instagram.com/17_06_03_,827,37964,80,1,0,900,3,24800,16,0,0,2.378569171,0.332963374
513,https://instagram.com/especialbk,2786,14526,940,1,0,563,9,0,0,0,0,3.937766763,1.595744681
514,https://instagram.com/blanc_101,651,18042,578,1,0,616,68,0,0,0,0,3.791153974,11.02106969
515,https://instagram.com/girl_from_town,548,58170,1792,1,0,705,65,0,0,0,0,1.323706378,9.206798867
516,https://instagram.com/_in_young,3312,68982,153,1,0,211,12,4851,34,0,0,0.323272738,5.660377358
517,https://instagram.com/black_mhk,2447,110869,7063,1,0,759,25,741,14,0,0,0.70714086,3.289473684
