,0,1,2,3,4,5,6
0,https://instagram.com/kimreeslev,5960,21,0,0,0,0
1,https://instagram.com/subnii,398,28,0,0,0,0
2,https://instagram.com/96.8g,737,84,0,0,0,0
3,https://instagram.com/samchic.nana,616,4,7511,5,0,0
4,https://instagram.com/mr_hwangdo,1002,24,5728,25,0,0
5,https://instagram.com/ye_bin_mom,783,13,0,0,0,0
6,https://instagram.com/love018294,364,9,0,0,0,0
7,https://instagram.com/yuaring,287,2,332,0,0,0
8,https://instagram.com/yeonhoo__mom,996,15,1657,24,0,0
9,https://instagram.com/snowwhite_u,498,7,0,0,0,0
10,https://instagram.com/love_jin215,452,15,0,0,0,0
11,https://instagram.com/msensation,577,25,2722,34,0,0
12,https://instagram.com/luce.soll,919,10,0,0,0,0
13,https://instagram.com/chic_gimme,771,38,403,8,4168,45
14,https://instagram.com/minsco_,1604,23,8367,20,14100,26
15,https://instagram.com/y.unnm,611,24,4287,14,0,0
16,https://instagram.com/am.ton_100k,1022,6,46507,31,62950,52
17,https://instagram.com/kirin_makeup,3040,28,26092,97,32700,68
18,https://instagram.com/j_j_u._.u,444,7,0,0,0,0
19,https://instagram.com/s.he2__,949,149,1011,149,0,0
20,https://instagram.com/luvjemma,273,13,0,0,0,0
21,https://instagram.com/lim_friendship,1146,27,19300,36,0,0
22,https://instagram.com/heeyayum,421,19,0,0,0,0
23,https://instagram.com/goonyyeonee,953,82,1816,96,0,0
24,https://instagram.com/vousmaimezs,502,18,3159,17,0,0
25,https://instagram.com/jekyllhb,589,38,0,0,0,0
26,https://instagram.com/imurjaein,246,23,6065,107,6265,13
27,https://instagram.com/heegela,612,4,0,0,0,0
28,https://instagram.com/ajungmi__,120,10,6018,20,0,0
29,https://instagram.com/damsluv,155,8,0,0,0,0
30,https://instagram.com/8._.13_,537,13,0,0,0,0
31,https://instagram.com/mickeysee,1457,27,2283,0,0,0
32,https://instagram.com/naraeqq,265,9,4588,15,0,0
33,https://instagram.com/jy0_0e,1202,17,0,0,0,0
34,https://instagram.com/leedrey,3649,92,10300,48,0,0
35,https://instagram.com/seojeong__2,766,123,0,0,0,0
36,https://instagram.com/yonwoo_mom,139,4,0,0,0,0
37,https://instagram.com/roro_bebe_,147,9,0,0,0,0
38,https://instagram.com/gegur2,1166,21,591,1,0,0
