,0,1,2,3,4,5
0,https://instagram.com/cicis_nail,1350,80498,4218,1,0
1,https://instagram.com/parktaeyun,1458,48935,1278,1,0
2,https://instagram.com/kang_naraa,187,73404,279,1,0
3,https://instagram.com/ansomi21,1535,102239,2423,1,0
4,https://instagram.com/ehee45,3234,65473,332,1,0
5,https://instagram.com/haajjin,1885,111074,481,1,0
6,https://instagram.com/youh.lax,525,109314,471,1,0
7,https://instagram.com/pure_hwang,589,204278,143,1,0
8,https://instagram.com/kryxsoo,72,62169,266,1,0
9,https://instagram.com/boyuni.__,189,68480,274,1,0
10,https://instagram.com/cq_bq,2453,118626,813,1,0
11,https://instagram.com/hoyhoyoung,2584,54381,1561,1,0
12,https://instagram.com/k__nhi,39,122340,444,1,0
13,https://instagram.com/namoro0327,2865,86634,338,1,0
14,https://instagram.com/dingo_beauty,125,43634,11,1,0
15,https://instagram.com/samchic.jihwan,891,134124,3655,1,0
16,https://instagram.com/min_1111111,487,281668,213,1,0
17,https://instagram.com/baedina,939,66200,253,1,0
18,https://instagram.com/rnjs28,91,121020,335,1,1
19,https://instagram.com/kxxgsu,1030,121328,574,1,0
20,https://instagram.com/ssoyonging,329,28607,541,1,0
21,https://instagram.com/su_.xy,118,149045,191,1,0
22,https://instagram.com/hansomang,1214,128118,205,1,0
23,https://instagram.com/so_____y_,1704,229311,813,1,0
24,https://instagram.com/0zoocarr,551,93653,112,1,0
25,https://instagram.com/number_76,2843,98191,415,1,0
26,https://instagram.com/merryblossom.sun,1710,53619,548,1,0
27,https://instagram.com/blannblann,1130,50966,899,1,0
28,https://instagram.com/haebbang2,1585,29993,2045,1,0
29,https://instagram.com/bijueny,3569,48707,161,1,0
30,https://instagram.com/dameebaby,958,105462,146,1,0
31,https://instagram.com/shim.mj,2568,115153,435,1,0
32,https://instagram.com/makeviviju,720,112257,69,1,0
33,https://instagram.com/yeboring03,104,107072,125,1,0
34,https://instagram.com/hanyulofficial,1055,50253,98,1,1
35,https://instagram.com/dambi.home,500,47597,136,1,0
36,https://instagram.com/mjystagram,725,95445,515,1,0
37,https://instagram.com/_____network,4743,51082,875,1,0
38,https://instagram.com/eezzh,168,181314,90,1,0
39,https://instagram.com/shuni_kaeun,2580,146539,338,1,0
40,https://instagram.com/luckymizili,1637,308700,177,1,0
41,https://instagram.com/make_up_hy,4353,64522,772,1,0
42,https://instagram.com/0916_96,44,112301,92,1,0
43,https://instagram.com/kiehlskorea,1309,67928,38,1,1
44,https://instagram.com/grace___u,1260,88046,182,1,0
45,https://instagram.com/stephany.02.28_official_,442,133307,133,1,0
46,https://instagram.com/su_minvv,58,114536,163,1,0
47,https://instagram.com/2toyoung,1326,64401,321,1,0
48,https://instagram.com/doublee_lee,3755,33560,2596,1,0
49,https://instagram.com/ih_dressroom,3645,243460,463,1,0
50,https://instagram.com/0323_becky,342,276295,241,1,0
51,https://instagram.com/drjart_kr,629,164410,15,1,1
52,https://instagram.com/raonjenanim,1448,92899,7208,1,0
53,https://instagram.com/sy__ll,44,153,17,1,0
54,https://instagram.com/emmachoi__,828,62301,623,1,0
55,https://instagram.com/belle_leah,5428,57377,631,1,0
56,https://instagram.com/hyo_1013,1234,185164,811,1,0
57,https://instagram.com/jung_eunhye__,612,115363,472,1,0
