,0,1,2,3,4,5
0,https://instagram.com/besthairstylesmen,953,185332,3795,1,0
1,https://instagram.com/jaeinn,690,160069,219,1,0
2,https://instagram.com/naturerepublic_kr,1588,614252,0,1,1
3,https://instagram.com/garin_ss,3054,442535,91,1,1
4,https://instagram.com/i.hate.cucumber,331,197545,297,1,0
5,https://instagram.com/bbia.official,962,204549,2,1,1
6,https://instagram.com/ojin.ao,1,64,8,1,0
7,https://instagram.com/jju_dresser,3224,131147,503,1,0
8,https://instagram.com/mini_o24,1247,62586,178,1,0
9,https://instagram.com/yeonpilates,2658,241107,407,1,0
10,https://instagram.com/olaborasong,3033,199824,611,1,0
11,https://instagram.com/mming_kkong_,1513,68562,994,1,0
12,https://instagram.com/hyanggggg_,1048,212423,351,1,0
13,https://instagram.com/leah_miso,1508,211396,123,1,0
14,https://instagram.com/jenny_beauty0209,666,235259,234,1,0
15,https://instagram.com/iamtaengja,134,41924,414,1,0
16,https://instagram.com/tamystory,1970,66466,666,1,1
17,https://instagram.com/kimdayeong_life,2383,169374,311,1,0
18,https://instagram.com/yeonggine,61,113803,865,1,0
19,https://instagram.com/nice_nemo,3042,121858,832,1,0
20,https://instagram.com/manyo_yoojin,6107,597799,228,1,0
21,https://instagram.com/cchan_fee4,1204,252238,986,1,1
22,https://instagram.com/sson__s,2308,46493,289,1,0
23,https://instagram.com/kukukuyeah,620,215266,568,1,0
24,https://instagram.com/moon_hahyeon,355,176860,919,1,0
25,https://instagram.com/vely.mom,787,721962,237,1,0
26,https://instagram.com/twinkle_sunny7,3812,318056,674,1,0
27,https://instagram.com/bunnyaire,6216,462006,895,1,1
28,https://instagram.com/_s_hj,270,199166,355,1,0
29,https://instagram.com/froydz,422,649338,461,1,0
30,https://instagram.com/sso_ix,525,88672,79,1,0
31,https://instagram.com/harry_bloom,519,167366,458,1,0
32,https://instagram.com/all6i2,1817,92992,2,1,0
33,https://instagram.com/sh1994m,387,156661,208,1,0
34,https://instagram.com/16.brand,1755,183395,5,1,0
35,https://instagram.com/theorohaejung,17105,88054,1333,1,0
36,https://instagram.com/pinksecret85,12589,145547,464,1,0
37,https://instagram.com/ysubini,715,206426,179,1,0
38,https://instagram.com/mint_factory.1004,505,70249,375,1,0
39,https://instagram.com/___solvely___,260,392266,203,1,0
40,https://instagram.com/louis0387,2529,124125,1165,1,0
41,https://instagram.com/vivamoon,6144,648782,216,1,0
42,https://instagram.com/luv_jayne,994,156951,567,1,0
43,https://instagram.com/yonyonyxx,1263,161413,277,1,0
44,https://instagram.com/love_boki,10378,145656,705,1,0
45,https://instagram.com/atoi_jihyo,725,93960,285,1,0
46,https://instagram.com/laun_kr,4128,184296,885,1,0
47,https://instagram.com/heizlemakeup,1099,186400,379,1,1
48,https://instagram.com/ddimmi96,460,194951,247,1,0
49,https://instagram.com/y_unanaa,4037,68995,225,1,0
50,https://instagram.com/ahk0925,1316,110228,661,1,0
51,https://instagram.com/moonguiyoung,2717,108936,415,1,0
52,https://instagram.com/ecom0920,2522,95189,399,1,0
53,https://instagram.com/akaribeauty7,2755,155370,356,1,0
54,https://instagram.com/victoritalovely,241,144101,4755,1,0
55,https://instagram.com/hinzajoa,4467,280776,432,1,0
56,https://instagram.com/mamondekorea,964,205248,7,1,1
57,https://instagram.com/lxoxoee,119,223878,141,1,0
58,https://instagram.com/sjingg_,1069,72815,275,1,1
59,https://instagram.com/yoon__bling,2349,71954,304,1,0
60,https://instagram.com/dd.mini,2837,122543,617,1,0
61,https://instagram.com/he1.da,287,210700,81,1,0
62,https://instagram.com/6_21ds,165,155663,449,1,0
63,https://instagram.com/woohye0n,58,694273,403,1,1
64,https://instagram.com/mona_monanim,269,192200,108,1,0
65,https://instagram.com/kimzayoung,743,178676,441,1,0
66,https://instagram.com/mozzi.00,1002,121208,394,1,0
67,https://instagram.com/minami.riho,227,101301,149,1,0
68,https://instagram.com/arjenia,4680,169583,2,1,0
69,https://instagram.com/l.h.mom,352,140503,180,1,1
70,https://instagram.com/insight.co.kr_beauty,3632,129869,204,1,1
71,https://instagram.com/rilaccoco,609,171075,476,1,1
72,https://instagram.com/seonihwang,316,127591,317,1,1
73,https://instagram.com/nail_seoriyam,2969,76719,299,1,0
74,https://instagram.com/keemme_,865,141173,543,1,0
75,https://instagram.com/jardindemaison,9086,38723,706,1,0
76,https://instagram.com/ryu_angel,2039,85873,629,1,0
77,https://instagram.com/d.hwan_92,495,196190,283,1,0
78,https://instagram.com/summyis,639,79286,231,1,0
79,https://instagram.com/hael_kk,1615,76526,496,1,0
80,https://instagram.com/0__0man,1434,389050,271,1,0
81,https://instagram.com/di_oniz,911,36369,638,1,0
82,https://instagram.com/chaebubble,728,127452,321,1,0
83,https://instagram.com/__joovely__,908,125364,366,1,0
84,https://instagram.com/gamgak_j,4377,87357,368,1,0
85,https://instagram.com/hayhan623,-1,-1,-1,-1,-1
86,https://instagram.com/binlog_,5639,44946,704,1,0
87,https://instagram.com/dunamandu,4259,72912,586,1,0
88,https://instagram.com/the_clerk_48,238,41407,54,1,0
89,https://instagram.com/ev.alet,559,165180,181,1,1
90,https://instagram.com/sjeuro,1766,130012,168,1,0
91,https://instagram.com/cheristyle_,981,160703,892,1,0
92,https://instagram.com/hahana111,3828,48743,860,1,1
93,https://instagram.com/velyyson_g,1019,276565,186,1,0
94,https://instagram.com/__bygracekim,1085,413062,362,1,0
95,https://instagram.com/m1ss_ryu,7236,101302,463,1,0
96,https://instagram.com/fashion_ggun,-1,-1,-1,-1,-1
97,https://instagram.com/monaka.beauty,635,64870,305,1,0
98,https://instagram.com/gombooin,10224,52038,302,1,0
99,https://instagram.com/b_bangg_,842,128803,672,1,0
100,https://instagram.com/nail_0408,2312,100033,626,1,0
101,https://instagram.com/__eunjiii__,-1,-1,-1,-1,-1
102,https://instagram.com/b_bsssss,1866,103603,7305,1,0
103,https://instagram.com/_yunboktv,256,48840,482,1,0
104,https://instagram.com/y._.bling,228,133914,31,1,0
105,https://instagram.com/soyeo,1588,43323,466,1,0
106,https://instagram.com/96.kim,196,69257,329,1,0
107,https://instagram.com/yuuhyemin,273,189475,84,1,0
108,https://instagram.com/parkahin,2423,90789,215,1,0
109,https://instagram.com/marie_yeon,4609,73344,290,1,0
110,https://instagram.com/edge486,-1,-1,-1,-1,-1
111,https://instagram.com/hp.i09,279,187598,264,1,0
112,https://instagram.com/hohobeautylog,1001,139302,349,1,0
113,https://instagram.com/mong2_mom,912,188273,218,1,1
114,https://instagram.com/sophia_living,1719,78248,636,0,1
115,https://instagram.com/cha.star,1511,97387,385,1,0
116,https://instagram.com/seoltamin,6472,39706,667,1,0
117,https://instagram.com/jinsolllllllshin,1688,143912,226,1,0
118,https://instagram.com/afma22,657,180884,130,1,0
119,https://instagram.com/yoongandchic,4203,77900,293,1,0
120,https://instagram.com/o_yene,100,206350,158,1,0
121,https://instagram.com/enricatarolla,1362,43907,2436,1,0
122,https://instagram.com/usb72,221,76243,79,1,0
123,https://instagram.com/pinkeh2015,944,94871,126,1,1
124,https://instagram.com/doa_s2,583,160373,275,1,0
125,https://instagram.com/koojungyeon,6157,66207,655,1,0
126,https://instagram.com/one.blu,-1,-1,-1,-1,-1
127,https://instagram.com/velyvely_official,1428,38428,5,1,0
128,https://instagram.com/yeondukong,1024,169111,5,1,0
129,https://instagram.com/yeseo_yedam_mom,899,90969,168,1,0
130,https://instagram.com/alicefunk9093,2286,70353,959,1,1
131,https://instagram.com/hp_makeup.kr,551,120718,278,1,0
132,https://instagram.com/hyunjeongkkim,3099,80108,0,1,0
133,https://instagram.com/hyoxxi,1895,144568,660,1,0
134,https://instagram.com/yomi_o.o,100,51404,413,1,0
135,https://instagram.com/naneunminji,294,129301,230,1,0
136,https://instagram.com/hairstylist_cevahir_hadi,1962,64818,6746,1,0
137,https://instagram.com/lololo0728,184,189353,149,1,0
138,https://instagram.com/haenee___,110,39564,66,1,0
139,https://instagram.com/kim.shony,310,108226,118,1,0
140,https://instagram.com/nathinog,5306,167980,1552,1,0
141,https://instagram.com/hi_bambigirl,2125,75457,1,1,1
142,https://instagram.com/danjinail,4675,51863,3197,1,0
143,https://instagram.com/kani_o3o,265,179383,700,1,0
144,https://instagram.com/lemi.do,1194,88993,804,1,0
145,https://instagram.com/yu__hyewon,30,131697,55,1,1
146,https://instagram.com/s.ming_g,4730,65294,396,1,0
147,https://instagram.com/beinny_motd,822,128903,412,1,0
148,https://instagram.com/wakemake_official,933,100912,84,1,0
149,https://instagram.com/ssom2ing,195,213088,114,1,0
