,0,1,2,3,4,5,6
0,https://instagram.com/_eun.me,933,402,15200,9,0,0
1,https://instagram.com/i.am.mell,1523,32,13900,69,0,0
2,https://instagram.com/kkangsara,150,5,0,0,0,0
3,https://instagram.com/pila_nyong,3013,113,147000,171,43800,115
4,https://instagram.com/chaae.rin,616,24,0,0,0,0
5,https://instagram.com/baeg_,503,7,0,0,0,0
6,https://instagram.com/miuforyou,3169,14,20431,12,0,0
7,https://instagram.com/luv_mintminty,5276,60,181333,76,0,0
8,https://instagram.com/diana_park0116,422,21,8030,19,0,0
9,https://instagram.com/wsj007,0,0,40513,76,0,0
10,https://instagram.com/choonran,1024,19,25467,15,0,0
11,https://instagram.com/__ssong2__,888,41,6472,12,6991,34
12,https://instagram.com/by_malla,1026,8,0,0,0,0
13,https://instagram.com/shinae.lee,641,13,0,0,0,0
14,https://instagram.com/bbangmi.a,420,41,3209,17,0,0
15,https://instagram.com/eaum0801,1036,48,0,0,0,0
16,https://instagram.com/m_chae0_,0,0,0,0,0,0
17,https://instagram.com/gnal_nail,871,10,5749,13,0,0
18,https://instagram.com/k_ming97,3109,46,0,0,0,0
19,https://instagram.com/cherie_flavor,750,9,0,0,0,0
20,https://instagram.com/zin_uk,1134,35,640,29,0,0
21,https://instagram.com/heurim.03.08,1391,14,0,0,0,0
22,https://instagram.com/milladiary,482,13,0,0,8176,0
23,https://instagram.com/model.yca,313,6,0,0,0,0
24,https://instagram.com/__luv_j,752,40,0,0,0,0
25,https://instagram.com/he.le.n._,1625,27,4320,12,0,0
26,https://instagram.com/154kg,1036,26,15450,20,18100,39
27,https://instagram.com/from_dami,931,64,4826,58,0,0
28,https://instagram.com/ellie_jye,1063,45,0,0,0,0
29,https://instagram.com/lejour_official,195,12,2550,37,0,0
30,https://instagram.com/chxxilee,0,0,0,0,0,0
31,https://instagram.com/dawoonyyy,2453,33,13489,5,13100,12
32,https://instagram.com/ye_____vely,805,9,0,0,0,0
33,https://instagram.com/jeon.han_na,725,22,0,0,0,0
34,https://instagram.com/shuniibeauty,3039,16,0,0,0,0
35,https://instagram.com/suno_photo82,1504,40,0,0,0,0
36,https://instagram.com/ssuly.ssul,1669,42,5413,18,0,0
37,https://instagram.com/ujmoo_,1542,24,9581,20,0,0
38,https://instagram.com/april.haru,896,6,0,0,0,0
39,https://instagram.com/hyunsuk_goby,0,0,13583,8,21080,15
40,https://instagram.com/yoomstagramm_,2047,84,0,0,0,0
41,https://instagram.com/shiny_jin_30,765,73,1776,62,0,0
42,https://instagram.com/bombom_w/,326,2,0,0,0,0
43,https://instagram.com/h_villa_,0,0,0,0,0,0
44,https://instagram.com/kimssang83,0,0,0,0,0,0
45,https://instagram.com/sera0217,937,24,0,0,0,0
46,https://instagram.com/sweetyserim,728,17,0,0,0,0
47,https://instagram.com/ohmyseon,681,16,0,0,0,0
48,https://instagram.com/collour,170,5,409,2,0,0
49,https://instagram.com/jnnn2,533,25,8180,27,0,0
50,https://instagram.com/ssol_ee,2449,32,28750,34,0,0
51,https://instagram.com/umji0714,1156,57,1940,45,0,0
52,https://instagram.com/ringhee,1511,43,4467,19,3351,26
53,https://instagram.com/jessica_kimkayeon,969,17,11596,14,0,0
54,https://instagram.com/goldpandang_/,230,4,0,0,0,0
55,https://instagram.com/lo9ve8r01s,3278,53,18850,38,0,0
56,https://instagram.com/hermia24,571,17,0,0,0,0
57,https://instagram.com/aya__m02,26129,172,101000,155,0,0
58,https://instagram.com/jiwon.loves,1506,3,1925,2,0,0
59,https://instagram.com/chul2gram,680,18,0,0,0,0
60,https://instagram.com/oh_dya,924,20,1424,16,0,0
61,https://instagram.com/hhyun_ha,1706,68,0,0,0,0
62,https://instagram.com/hellojiyoungs,1573,9,8409,10,0,0
63,https://instagram.com/diiin.d,959,12,0,0,0,0
64,https://instagram.com/jj.529529,1156,11,0,0,0,0
65,https://instagram.com/chaeeun_eunchae,1521,19,0,0,0,0
66,https://instagram.com/bad_seonghye,1327,72,9236,108,959,26
67,https://instagram.com/petite_bird_,251,19,0,0,0,0
68,https://instagram.com/parksojeong__,287,4,481,9,0,0
69,https://instagram.com/huya_bros,967,13,687,0,0,0
70,https://instagram.com/dasom_lovely,3195,78,98300,163,0,0
71,https://instagram.com/ezpzlemonsqzy_,9544,146,14147,135,0,0
72,https://instagram.com/mua_kyungst,582,20,0,0,28829,32
73,https://instagram.com/so_osj,592,11,2015,8,0,0
74,https://instagram.com/damnii_,260,19,4604,9,0,0
75,https://instagram.com/ch00_hj03,1335,20,0,0,0,0
76,https://instagram.com/matiere_0,1274,44,4069,111,0,0
77,https://instagram.com/l.su_jung,1190,43,2063,46,0,0
78,https://instagram.com/gnal_yurim,927,7,12100,7,0,0
79,https://instagram.com/yelilly,296,11,893,0,0,0
80,https://instagram.com/59.5994,3339,39,0,0,0,0
81,https://instagram.com/solavlyy,69,5,0,0,0,0
82,https://instagram.com/songda_,576,27,3305,27,0,0
83,https://instagram.com/oxemmay,869,79,2621,89,0,0
84,https://instagram.com/ming._.p,246,2,0,0,0,0
85,https://instagram.com/code_name_junna,4108,26,0,0,0,0
86,https://instagram.com/good.vibes.soap,764,5,0,0,0,0
87,https://instagram.com/taera_mxox,1003,7,541,4,0,0
88,https://instagram.com/about_reum,267,12,3561,16,0,0
89,https://instagram.com/k_sh93,1246,83,2652,52,0,0
90,https://instagram.com/kylie_n_bright,881,9,0,0,0,0
91,https://instagram.com/eclado.hero,341,6,504,1,0,0
92,https://instagram.com/thejnana,219,6,0,0,0,0
93,https://instagram.com/bopianomagic,1966,56,14377,84,15582,94
94,https://instagram.com/lovelywinkle,852,7,654,3,0,0
95,https://instagram.com/hongparksa,193,3,2492,3,1028,4
96,https://instagram.com/bo.jeong,698,14,0,0,0,0
97,https://instagram.com/jjaeris,229,8,0,0,5135,6
98,https://instagram.com/_amour_j,130,7,0,0,0,0
99,https://instagram.com/ggap1214,852,16,0,0,0,0
