,0,1,2,3,4,5,6
0,https://instagram.com/su_.xy,2735,26,0,0,0,0
1,https://instagram.com/hansomang,736,18,0,0,0,0
2,https://instagram.com/so_____y_,2059,36,2690,24,0,0
3,https://instagram.com/0zoocarr,3047,32,0,0,0,0
4,https://instagram.com/number_76,123,24,1636,2,2255,1
5,https://instagram.com/merryblossom.sun,1045,30,37314,30,0,0
6,https://instagram.com/blannblann,207,5,4785,5,0,0
7,https://instagram.com/haebbang2,730,32,10276,40,0,0
8,https://instagram.com/bijueny,169,7,0,0,0,0
9,https://instagram.com/dameebaby,470,17,4777,19,0,0
10,https://instagram.com/shim.mj,2143,82,0,0,32300,38
11,https://instagram.com/makeviviju,2006,11,3408,3,0,0
12,https://instagram.com/yeboring03,10280,70,0,0,0,0
13,https://instagram.com/hanyulofficial,772,127,2314,12,0,0
14,https://instagram.com/dambi.home,894,24,0,0,0,0
15,https://instagram.com/mjystagram,514,4,4513,3,0,0
16,https://instagram.com/_____network,268,5,0,0,0,0
17,https://instagram.com/eezzh,5050,26,0,0,0,0
18,https://instagram.com/shuni_kaeun,493,34,2292,26,0,0
19,https://instagram.com/luckymizili,6948,86,24750,92,0,0
20,https://instagram.com/make_up_hy,135,1,1740,6,6792,4
21,https://instagram.com/0916_96,1360,11,1393,12,0,0
22,https://instagram.com/kiehlskorea,322,35,1296,16,0,0
23,https://instagram.com/grace___u,781,21,19400,40,0,0
24,https://instagram.com/stephany.02.28_official_,3223,12,14528,18,0,0
25,https://instagram.com/su_minvv,9780,28,0,0,0,0
26,https://instagram.com/2toyoung,550,6,0,0,0,0
27,https://instagram.com/doublee_lee,455,42,39750,206,0,0
28,https://instagram.com/ih_dressroom,1536,50,0,0,0,0
29,https://instagram.com/0323_becky,2876,98,11800,84,0,0
30,https://instagram.com/drjart_kr,675,23,6972,110,0,0
31,https://instagram.com/raonjenanim,539,13,0,0,0,0
32,https://instagram.com/kindabaeey/,0,0,0,0,0,0
33,https://instagram.com/emmachoi__,401,6,630,2,0,0
34,https://instagram.com/belle_leah,206,16,0,0,0,0
35,https://instagram.com/hyo_1013,3280,36,79500,117,6343,3
36,https://instagram.com/jung_eunhye__,708,3,80484,19,0,0
37,https://instagram.com/kingo1398,2437,216,31360,146,0,0
38,https://instagram.com/ksukyoung,897,40,0,0,0,0
39,https://instagram.com/sat7800,144,8,1554,0,0,0
40,https://instagram.com/by_gelato_factory,312,5,1971,11,0,0
41,https://instagram.com/juyeon___2,972,19,0,0,0,0
42,https://instagram.com/babykumsung,6547,104,3229,13,0,0
43,https://instagram.com/gkruddll,5767,27,20100,7,0,0
44,https://instagram.com/l3xng,1776,18,0,0,0,0
45,https://instagram.com/angy__unni,671,77,9488,79,6390,30
46,https://instagram.com/raniword,0,0,0,0,0,0
47,https://instagram.com/iwomansense,99,1,216,2,0,0
48,https://instagram.com/bushcherry1,833,341,0,0,0,0
49,https://instagram.com/mj.oo0,272,4,1510,8,0,0
50,https://instagram.com/gwooxin,2675,30,0,0,0,0
51,https://instagram.com/glee_makeup,1303,27,6773,20,0,0
52,https://instagram.com/haeny_gram,2382,40,14500,57,0,0
53,https://instagram.com/huxley_korea,1296,20,0,0,0,0
54,https://instagram.com/kwakjungeun_laavanya/,1298,26,8509,14,0,0
55,https://instagram.com/y_ar1492,2792,23,0,0,0,0
56,https://instagram.com/yoonjae_1130,4151,36,0,0,0,0
57,https://instagram.com/2.bin,1232,13,16500,26,0,0
58,https://instagram.com/1208_sj,536,9,1395,6,0,0
59,https://instagram.com/___kim_0,1007,10,0,0,0,0
60,https://instagram.com/hwangjungmin_,2664,15,30341,47,0,0
61,https://instagram.com/young_in1368,2082,13,0,0,0,0
62,https://instagram.com/zum_3_,746,29,2352,19,0,0
63,https://instagram.com/1_ran.thanx,8006,28,0,0,0,0
64,https://instagram.com/_inblair,134,3,0,0,5428,3
65,https://instagram.com/dn_wls,1387,5,0,0,0,0
66,https://instagram.com/taczo_market,192,28,6284,26,0,0
67,https://instagram.com/peizhangwo,3487,36,0,0,0,0
68,https://instagram.com/luv_momo.ys,191,11,0,0,0,0
69,https://instagram.com/dj_liid_,1959,8,3204,3,0,0
70,https://instagram.com/minjichu_,826,12,0,0,0,0
71,https://instagram.com/wsen_jinhee,132,13,0,0,0,0
72,https://instagram.com/song_rina,217,17,0,0,0,0
73,https://instagram.com/realch,296,9,8026,44,0,0
74,https://instagram.com/ha_seobin,957,20,3762,5,0,0
75,https://instagram.com/chowo_n,705,6,6648,6,0,0
76,https://instagram.com/_parkha,263,10,3242,11,0,0
77,https://instagram.com/dr.g_official,230,9,1572,30,0,0
78,https://instagram.com/sakinanba,1668,12,14900,5,0,0
79,https://instagram.com/feelyujin,1301,33,12600,38,0,0
80,https://instagram.com/dd9987_,1133,13,2435,2,0,0
81,https://instagram.com/joohea8,555,17,0,0,0,0
82,https://instagram.com/jjjin.young,246,18,2388,16,0,0
83,https://instagram.com/lovelehee,5833,89,22125,134,0,0
84,https://instagram.com/hol_ddong,1752,13,11317,6,0,0
85,https://instagram.com/ellelynna,530,5,0,0,1922,2
86,https://instagram.com/b_d.ijin,1306,7,19610,12,0,0
87,https://instagram.com/kkimhayoung,1904,26,10400,20,0,0
88,https://instagram.com/abbielee7,970,21,1682,11,0,0
89,https://instagram.com/kiu_design_,4270,37,35720,58,0,0
90,https://instagram.com/by_ladymimi,273,19,0,0,0,0
91,https://instagram.com/mjkim0108,748,31,4013,11,0,0
92,https://instagram.com/shu__________,1927,57,5525,35,0,0
93,https://instagram.com/leeseeraa,558,3,2056,4,1581,2
94,https://instagram.com/hxnjxwxn,524,8,0,0,0,0
95,https://instagram.com/kangnajj,674,28,8328,9,0,0
96,https://instagram.com/1992.12.11,1280,38,0,0,0,0
97,https://instagram.com/nara_crush,2574,24,11318,22,0,0
98,https://instagram.com/hwangbarbie,748,27,9189,18,1789,6
99,https://instagram.com/jooyeonking,237,2,2314,1,0,0
